Start conv=19, red footprints found: 1
d=1: frontier=12, visited=59, red_footprints=1 (+0), t=0s, mem=0MB
d=959: frontier=12, visited=396422, red_footprints=1 (+0), t=28s, mem=189MB
d=960: frontier=12, visited=396790, red_footprints=1 (+0), t=28s, mem=189MB
d=961: frontier=12, visited=397140, red_footprints=1 (+0), t=28s, mem=189MB
d=962: frontier=12, visited=397555, red_footprints=1 (+0), t=28s, mem=190MB
d=963: frontier=12, visited=397913, red_footprints=1 (+0), t=28s, mem=190MB
d=964: frontier=12, visited=398328, red_footprints=1 (+0), t=28s, mem=190MB
d=965: frontier=12, visited=398699, red_footprints=1 (+0), t=28s, mem=190MB
d=966: frontier=12, visited=399099, red_footprints=1 (+0), t=28s, mem=190MB
d=967: frontier=12, visited=399521, red_footprints=1 (+0), t=28s, mem=191MB
d=968: frontier=12, visited=399963, red_footprints=1 (+0), t=28s, mem=191MB
d=969: frontier=12, visited=400339, red_footprints=1 (+0), t=28s, mem=191MB
d=970: frontier=12, visited=400688, red_footprints=1 (+0), t=28s, mem=191MB
d=971: frontier=12, visited=401077, red_footprints=1 (+0), t=28s, mem=191MB
d=972: frontier=12, visited=401429, red_footprints=1 (+0), t=28s, mem=191MB
d=973: frontier=12, visited=401822, red_footprints=1 (+0), t=28s, mem=192MB
d=974: frontier=12, visited=402265, red_footprints=1 (+0), t=28s, mem=192MB
d=975: frontier=12, visited=402655, red_footprints=1 (+0), t=28s, mem=192MB
d=976: frontier=12, visited=403099, red_footprints=1 (+0), t=28s, mem=192MB
d=977: frontier=12, visited=403477, red_footprints=1 (+0), t=28s, mem=192MB
d=978: frontier=12, visited=403908, red_footprints=1 (+0), t=28s, mem=193MB
d=979: frontier=12, visited=404369, red_footprints=1 (+0), t=28s, mem=193MB
d=980: frontier=12, visited=404859, red_footprints=1 (+0), t=28s, mem=193MB
d=981: frontier=12, visited=405348, red_footprints=1 (+0), t=28s, mem=193MB
d=982: frontier=12, visited=405751, red_footprints=1 (+0), t=28s, mem=193MB
d=983: frontier=12, visited=406225, red_footprints=1 (+0), t=28s, mem=194MB
d=984: frontier=12, visited=406689, red_footprints=1 (+0), t=28s, mem=194MB
d=985: frontier=12, visited=407148, red_footprints=1 (+0), t=28s, mem=194MB
d=986: frontier=12, visited=407666, red_footprints=1 (+0), t=28s, mem=194MB
d=987: frontier=12, visited=408119, red_footprints=1 (+0), t=28s, mem=195MB
d=988: frontier=12, visited=408623, red_footprints=1 (+0), t=28s, mem=195MB
d=989: frontier=12, visited=409057, red_footprints=1 (+0), t=28s, mem=195MB
d=990: frontier=12, visited=409428, red_footprints=1 (+0), t=29s, mem=195MB
d=991: frontier=12, visited=409860, red_footprints=1 (+0), t=29s, mem=195MB
d=992: frontier=12, visited=410291, red_footprints=1 (+0), t=29s, mem=196MB
d=993: frontier=12, visited=410637, red_footprints=1 (+0), t=29s, mem=196MB
d=994: frontier=12, visited=410936, red_footprints=1 (+0), t=29s, mem=196MB
d=995: frontier=12, visited=411220, red_footprints=1 (+0), t=29s, mem=196MB
d=996: frontier=12, visited=411500, red_footprints=1 (+0), t=29s, mem=196MB
d=997: frontier=12, visited=411845, red_footprints=1 (+0), t=29s, mem=196MB
d=998: frontier=12, visited=412150, red_footprints=1 (+0), t=29s, mem=197MB
d=999: frontier=12, visited=412511, red_footprints=1 (+0), t=29s, mem=197MB
d=1000: frontier=12, visited=412801, red_footprints=1 (+0), t=29s, mem=197MB
d=1001: frontier=12, visited=413137, red_footprints=1 (+0), t=29s, mem=197MB
d=1002: frontier=12, visited=413400, red_footprints=1 (+0), t=29s, mem=197MB
d=1003: frontier=12, visited=413700, red_footprints=1 (+0), t=29s, mem=197MB
d=1004: frontier=12, visited=414004, red_footprints=1 (+0), t=29s, mem=197MB
d=1005: frontier=12, visited=414339, red_footprints=1 (+0), t=29s, mem=198MB
d=1006: frontier=12, visited=414727, red_footprints=1 (+0), t=29s, mem=198MB
d=1007: frontier=12, visited=415114, red_footprints=1 (+0), t=29s, mem=198MB
d=1008: frontier=12, visited=415480, red_footprints=1 (+0), t=29s, mem=198MB
d=1009: frontier=12, visited=415843, red_footprints=1 (+0), t=29s, mem=198MB
d=1010: frontier=12, visited=416265, red_footprints=1 (+0), t=29s, mem=198MB
d=1011: frontier=12, visited=416638, red_footprints=1 (+0), t=29s, mem=199MB
d=1012: frontier=12, visited=417044, red_footprints=1 (+0), t=29s, mem=199MB
d=1013: frontier=12, visited=417410, red_footprints=1 (+0), t=29s, mem=199MB
d=1014: frontier=12, visited=417829, red_footprints=1 (+0), t=29s, mem=199MB
d=1015: frontier=12, visited=418292, red_footprints=1 (+0), t=29s, mem=199MB
d=1016: frontier=12, visited=418687, red_footprints=1 (+0), t=29s, mem=200MB
d=1017: frontier=12, visited=419154, red_footprints=1 (+0), t=29s, mem=200MB
d=1018: frontier=12, visited=419578, red_footprints=1 (+0), t=29s, mem=200MB
d=1019: frontier=12, visited=420003, red_footprints=1 (+0), t=29s, mem=200MB
d=1020: frontier=12, visited=420385, red_footprints=1 (+0), t=29s, mem=200MB
d=1021: frontier=12, visited=420777, red_footprints=1 (+0), t=29s, mem=201MB
d=1022: frontier=12, visited=421165, red_footprints=1 (+0), t=29s, mem=201MB
d=1023: frontier=12, visited=421617, red_footprints=1 (+0), t=29s, mem=201MB
d=1024: frontier=12, visited=421995, red_footprints=1 (+0), t=29s, mem=201MB
d=1025: frontier=12, visited=422419, red_footprints=1 (+0), t=29s, mem=201MB
d=1026: frontier=12, visited=422785, red_footprints=1 (+0), t=30s, mem=202MB
d=1027: frontier=12, visited=423205, red_footprints=1 (+0), t=30s, mem=202MB
d=1028: frontier=12, visited=423573, red_footprints=1 (+0), t=30s, mem=202MB
d=1029: frontier=12, visited=423877, red_footprints=1 (+0), t=30s, mem=202MB
d=1030: frontier=12, visited=424297, red_footprints=1 (+0), t=30s, mem=202MB
d=1031: frontier=12, visited=424731, red_footprints=1 (+0), t=30s, mem=203MB
d=1032: frontier=12, visited=425121, red_footprints=1 (+0), t=30s, mem=203MB
d=1033: frontier=12, visited=425504, red_footprints=1 (+0), t=30s, mem=203MB
d=1034: frontier=12, visited=425950, red_footprints=1 (+0), t=30s, mem=203MB
d=1035: frontier=12, visited=426317, red_footprints=1 (+0), t=30s, mem=203MB
d=1036: frontier=12, visited=426718, red_footprints=1 (+0), t=30s, mem=203MB
d=1037: frontier=12, visited=427172, red_footprints=1 (+0), t=30s, mem=204MB
d=1038: frontier=12, visited=427612, red_footprints=1 (+0), t=30s, mem=204MB
d=1039: frontier=12, visited=427971, red_footprints=1 (+0), t=30s, mem=204MB
d=1040: frontier=12, visited=428339, red_footprints=1 (+0), t=30s, mem=204MB
d=1041: frontier=12, visited=428730, red_footprints=1 (+0), t=30s, mem=204MB
d=1042: frontier=12, visited=429121, red_footprints=1 (+0), t=30s, mem=205MB
d=1043: frontier=12, visited=429605, red_footprints=1 (+0), t=30s, mem=205MB
d=1044: frontier=12, visited=430135, red_footprints=1 (+0), t=30s, mem=205MB
d=1045: frontier=12, visited=430617, red_footprints=1 (+0), t=30s, mem=205MB
d=1046: frontier=12, visited=431089, red_footprints=1 (+0), t=30s, mem=206MB
d=1047: frontier=12, visited=431543, red_footprints=1 (+0), t=30s, mem=206MB
d=1048: frontier=12, visited=432008, red_footprints=1 (+0), t=30s, mem=206MB
d=1049: frontier=12, visited=432512, red_footprints=1 (+0), t=30s, mem=206MB
d=1050: frontier=12, visited=432986, red_footprints=1 (+0), t=30s, mem=206MB
d=1051: frontier=12, visited=433516, red_footprints=1 (+0), t=30s, mem=207MB
d=1052: frontier=12, visited=434004, red_footprints=1 (+0), t=30s, mem=207MB
d=1053: frontier=12, visited=434544, red_footprints=1 (+0), t=30s, mem=207MB
d=1054: frontier=12, visited=434980, red_footprints=1 (+0), t=30s, mem=207MB
d=1055: frontier=12, visited=435490, red_footprints=1 (+0), t=30s, mem=208MB
d=1056: frontier=12, visited=436021, red_footprints=1 (+0), t=30s, mem=208MB
d=1057: frontier=12, visited=436565, red_footprints=1 (+0), t=30s, mem=208MB
d=1058: frontier=12, visited=437082, red_footprints=1 (+0), t=30s, mem=208MB
d=1059: frontier=12, visited=437601, red_footprints=1 (+0), t=30s, mem=209MB
d=1060: frontier=12, visited=438099, red_footprints=1 (+0), t=31s, mem=209MB
d=1061: frontier=12, visited=438612, red_footprints=1 (+0), t=31s, mem=209MB
d=1062: frontier=12, visited=439170, red_footprints=1 (+0), t=31s, mem=209MB
d=1063: frontier=12, visited=439728, red_footprints=1 (+0), t=31s, mem=210MB
d=1064: frontier=12, visited=440114, red_footprints=1 (+0), t=31s, mem=210MB
d=1065: frontier=12, visited=440526, red_footprints=1 (+0), t=31s, mem=210MB
d=1066: frontier=12, visited=440874, red_footprints=1 (+0), t=31s, mem=210MB
d=1067: frontier=12, visited=441344, red_footprints=1 (+0), t=31s, mem=210MB
d=1068: frontier=12, visited=441718, red_footprints=1 (+0), t=31s, mem=211MB
d=1069: frontier=12, visited=442091, red_footprints=1 (+0), t=31s, mem=211MB
d=1070: frontier=12, visited=442438, red_footprints=1 (+0), t=31s, mem=211MB
d=1071: frontier=12, visited=442793, red_footprints=1 (+0), t=31s, mem=211MB
d=1072: frontier=12, visited=443120, red_footprints=1 (+0), t=31s, mem=211MB
d=1073: frontier=12, visited=443478, red_footprints=1 (+0), t=31s, mem=211MB
d=1074: frontier=12, visited=443863, red_footprints=1 (+0), t=31s, mem=212MB
d=1075: frontier=12, visited=444233, red_footprints=1 (+0), t=31s, mem=212MB
d=1076: frontier=12, visited=444665, red_footprints=1 (+0), t=31s, mem=212MB
d=1077: frontier=12, visited=445103, red_footprints=1 (+0), t=31s, mem=212MB
d=1078: frontier=12, visited=445480, red_footprints=1 (+0), t=31s, mem=212MB
d=1079: frontier=12, visited=445991, red_footprints=1 (+0), t=31s, mem=213MB
d=1080: frontier=12, visited=446499, red_footprints=1 (+0), t=31s, mem=213MB
d=1081: frontier=12, visited=446970, red_footprints=1 (+0), t=31s, mem=213MB
d=1082: frontier=12, visited=447486, red_footprints=1 (+0), t=31s, mem=213MB
d=1083: frontier=12, visited=448008, red_footprints=1 (+0), t=31s, mem=214MB
d=1084: frontier=12, visited=448517, red_footprints=1 (+0), t=31s, mem=214MB
d=1085: frontier=12, visited=449010, red_footprints=1 (+0), t=31s, mem=214MB
d=1086: frontier=12, visited=449516, red_footprints=1 (+0), t=31s, mem=214MB
d=1087: frontier=12, visited=450025, red_footprints=1 (+0), t=31s, mem=215MB
d=1088: frontier=12, visited=450559, red_footprints=1 (+0), t=31s, mem=215MB
d=1089: frontier=12, visited=450950, red_footprints=1 (+0), t=31s, mem=215MB
d=1090: frontier=12, visited=451282, red_footprints=1 (+0), t=31s, mem=215MB
d=1091: frontier=12, visited=451699, red_footprints=1 (+0), t=31s, mem=215MB
d=1092: frontier=12, visited=451953, red_footprints=1 (+0), t=31s, mem=216MB
d=1093: frontier=12, visited=452253, red_footprints=1 (+0), t=31s, mem=216MB
d=1094: frontier=12, visited=452548, red_footprints=1 (+0), t=31s, mem=216MB
d=1095: frontier=12, visited=452788, red_footprints=1 (+0), t=32s, mem=216MB
d=1096: frontier=12, visited=453049, red_footprints=1 (+0), t=32s, mem=216MB
d=1097: frontier=12, visited=453358, red_footprints=1 (+0), t=32s, mem=216MB
d=1098: frontier=12, visited=453698, red_footprints=1 (+0), t=32s, mem=216MB
d=1099: frontier=12, visited=454039, red_footprints=1 (+0), t=32s, mem=217MB
d=1100: frontier=12, visited=454412, red_footprints=1 (+0), t=32s, mem=217MB
d=1101: frontier=12, visited=454790, red_footprints=1 (+0), t=32s, mem=217MB
d=1102: frontier=12, visited=455133, red_footprints=1 (+0), t=32s, mem=217MB
d=1103: frontier=12, visited=455481, red_footprints=1 (+0), t=32s, mem=217MB
d=1104: frontier=12, visited=455875, red_footprints=1 (+0), t=32s, mem=217MB
d=1105: frontier=12, visited=456276, red_footprints=1 (+0), t=32s, mem=218MB
d=1106: frontier=12, visited=456623, red_footprints=1 (+0), t=32s, mem=218MB
d=1107: frontier=12, visited=457038, red_footprints=1 (+0), t=32s, mem=218MB
d=1108: frontier=12, visited=457380, red_footprints=1 (+0), t=32s, mem=218MB
d=1109: frontier=12, visited=457733, red_footprints=1 (+0), t=32s, mem=218MB
d=1110: frontier=12, visited=458120, red_footprints=1 (+0), t=32s, mem=218MB
d=1111: frontier=12, visited=458512, red_footprints=1 (+0), t=32s, mem=219MB
d=1112: frontier=12, visited=458840, red_footprints=1 (+0), t=32s, mem=219MB
d=1113: frontier=12, visited=459123, red_footprints=1 (+0), t=32s, mem=219MB
d=1114: frontier=12, visited=459368, red_footprints=1 (+0), t=32s, mem=219MB
d=1115: frontier=12, visited=459672, red_footprints=1 (+0), t=32s, mem=219MB
d=1116: frontier=12, visited=459974, red_footprints=1 (+0), t=32s, mem=219MB
d=1117: frontier=12, visited=460225, red_footprints=1 (+0), t=32s, mem=219MB
d=1118: frontier=12, visited=460538, red_footprints=1 (+0), t=32s, mem=220MB
d=1119: frontier=12, visited=460806, red_footprints=1 (+0), t=32s, mem=220MB
d=1120: frontier=12, visited=461119, red_footprints=1 (+0), t=32s, mem=220MB
d=1121: frontier=12, visited=461456, red_footprints=1 (+0), t=32s, mem=220MB
d=1122: frontier=12, visited=461823, red_footprints=1 (+0), t=32s, mem=220MB
d=1123: frontier=12, visited=462135, red_footprints=1 (+0), t=32s, mem=220MB
d=1124: frontier=12, visited=462566, red_footprints=1 (+0), t=32s, mem=221MB
d=1125: frontier=12, visited=462929, red_footprints=1 (+0), t=32s, mem=221MB
d=1126: frontier=12, visited=463295, red_footprints=1 (+0), t=32s, mem=221MB
d=1127: frontier=12, visited=463609, red_footprints=1 (+0), t=32s, mem=221MB
d=1128: frontier=12, visited=463976, red_footprints=1 (+0), t=32s, mem=221MB
d=1129: frontier=12, visited=464303, red_footprints=1 (+0), t=32s, mem=221MB
d=1130: frontier=12, visited=464681, red_footprints=1 (+0), t=32s, mem=222MB
d=1131: frontier=12, visited=464996, red_footprints=1 (+0), t=32s, mem=222MB
d=1132: frontier=12, visited=465336, red_footprints=1 (+0), t=32s, mem=222MB
d=1133: frontier=12, visited=465707, red_footprints=1 (+0), t=33s, mem=222MB
d=1134: frontier=12, visited=466147, red_footprints=1 (+0), t=33s, mem=222MB
d=1135: frontier=12, visited=466578, red_footprints=1 (+0), t=33s, mem=222MB
d=1136: frontier=12, visited=466967, red_footprints=1 (+0), t=33s, mem=223MB
d=1137: frontier=12, visited=467416, red_footprints=1 (+0), t=33s, mem=223MB
d=1138: frontier=12, visited=467869, red_footprints=1 (+0), t=33s, mem=223MB
d=1139: frontier=12, visited=468337, red_footprints=1 (+0), t=33s, mem=223MB
d=1140: frontier=12, visited=468777, red_footprints=1 (+0), t=33s, mem=224MB
d=1141: frontier=12, visited=469291, red_footprints=1 (+0), t=33s, mem=224MB
d=1142: frontier=12, visited=469757, red_footprints=1 (+0), t=33s, mem=224MB
d=1143: frontier=12, visited=470273, red_footprints=1 (+0), t=33s, mem=224MB
d=1144: frontier=12, visited=470711, red_footprints=1 (+0), t=33s, mem=224MB
d=1145: frontier=12, visited=471162, red_footprints=1 (+0), t=33s, mem=225MB
d=1146: frontier=12, visited=471622, red_footprints=1 (+0), t=33s, mem=225MB
d=1147: frontier=12, visited=472092, red_footprints=1 (+0), t=33s, mem=225MB
d=1148: frontier=12, visited=472554, red_footprints=1 (+0), t=33s, mem=225MB
d=1149: frontier=12, visited=472983, red_footprints=1 (+0), t=33s, mem=226MB
d=1150: frontier=12, visited=473377, red_footprints=1 (+0), t=33s, mem=226MB
d=1151: frontier=12, visited=473789, red_footprints=1 (+0), t=33s, mem=226MB
d=1152: frontier=12, visited=474157, red_footprints=1 (+0), t=33s, mem=226MB
d=1153: frontier=12, visited=474584, red_footprints=1 (+0), t=33s, mem=226MB
d=1154: frontier=12, visited=474957, red_footprints=1 (+0), t=33s, mem=226MB
d=1155: frontier=12, visited=475371, red_footprints=1 (+0), t=33s, mem=227MB
d=1156: frontier=12, visited=475725, red_footprints=1 (+0), t=33s, mem=227MB
d=1157: frontier=12, visited=476082, red_footprints=1 (+0), t=33s, mem=227MB
d=1158: frontier=12, visited=476491, red_footprints=1 (+0), t=33s, mem=227MB
d=1159: frontier=12, visited=476827, red_footprints=1 (+0), t=33s, mem=227MB
d=1160: frontier=12, visited=477112, red_footprints=1 (+0), t=33s, mem=228MB
d=1161: frontier=12, visited=477398, red_footprints=1 (+0), t=33s, mem=228MB
d=1162: frontier=12, visited=477716, red_footprints=1 (+0), t=33s, mem=228MB
d=1163: frontier=12, visited=478044, red_footprints=1 (+0), t=33s, mem=228MB
d=1164: frontier=12, visited=478426, red_footprints=1 (+0), t=33s, mem=228MB
d=1165: frontier=12, visited=478803, red_footprints=1 (+0), t=33s, mem=228MB
d=1166: frontier=12, visited=479144, red_footprints=1 (+0), t=33s, mem=228MB
d=1167: frontier=12, visited=479538, red_footprints=1 (+0), t=33s, mem=229MB
d=1168: frontier=12, visited=479892, red_footprints=1 (+0), t=34s, mem=229MB
d=1169: frontier=12, visited=480280, red_footprints=1 (+0), t=34s, mem=229MB
d=1170: frontier=12, visited=480710, red_footprints=1 (+0), t=34s, mem=229MB
d=1171: frontier=12, visited=481130, red_footprints=1 (+0), t=34s, mem=229MB
d=1172: frontier=12, visited=481480, red_footprints=1 (+0), t=34s, mem=230MB
d=1173: frontier=12, visited=481776, red_footprints=1 (+0), t=34s, mem=230MB
d=1174: frontier=12, visited=482064, red_footprints=1 (+0), t=34s, mem=230MB
d=1175: frontier=12, visited=482388, red_footprints=1 (+0), t=34s, mem=230MB
d=1176: frontier=12, visited=482688, red_footprints=1 (+0), t=34s, mem=230MB
d=1177: frontier=12, visited=483043, red_footprints=1 (+0), t=34s, mem=230MB
d=1178: frontier=12, visited=483342, red_footprints=1 (+0), t=34s, mem=230MB
d=1179: frontier=12, visited=483658, red_footprints=1 (+0), t=34s, mem=231MB
d=1180: frontier=12, visited=484064, red_footprints=1 (+0), t=34s, mem=231MB
d=1181: frontier=12, visited=484450, red_footprints=1 (+0), t=34s, mem=231MB
d=1182: frontier=12, visited=484913, red_footprints=1 (+0), t=34s, mem=231MB
d=1183: frontier=12, visited=485383, red_footprints=1 (+0), t=34s, mem=231MB
d=1184: frontier=12, visited=485816, red_footprints=1 (+0), t=34s, mem=232MB
d=1185: frontier=12, visited=486288, red_footprints=1 (+0), t=34s, mem=232MB
d=1186: frontier=12, visited=486762, red_footprints=1 (+0), t=34s, mem=232MB
d=1187: frontier=12, visited=487230, red_footprints=1 (+0), t=34s, mem=232MB
d=1188: frontier=12, visited=487752, red_footprints=1 (+0), t=34s, mem=233MB
d=1189: frontier=12, visited=488233, red_footprints=1 (+0), t=34s, mem=233MB
d=1190: frontier=12, visited=488771, red_footprints=1 (+0), t=34s, mem=233MB
d=1191: frontier=12, visited=489234, red_footprints=1 (+0), t=34s, mem=233MB
d=1192: frontier=12, visited=489705, red_footprints=1 (+0), t=34s, mem=234MB
d=1193: frontier=12, visited=490186, red_footprints=1 (+0), t=34s, mem=234MB
d=1194: frontier=12, visited=490646, red_footprints=1 (+0), t=34s, mem=234MB
d=1195: frontier=12, visited=491056, red_footprints=1 (+0), t=34s, mem=234MB
d=1196: frontier=12, visited=491421, red_footprints=1 (+0), t=34s, mem=234MB
d=1197: frontier=12, visited=491739, red_footprints=1 (+0), t=34s, mem=234MB
d=1198: frontier=12, visited=492031, red_footprints=1 (+0), t=34s, mem=235MB
d=1199: frontier=12, visited=492377, red_footprints=1 (+0), t=34s, mem=235MB
d=1200: frontier=12, visited=492676, red_footprints=1 (+0), t=34s, mem=235MB
